"ENSEMBL"	"wt6h_wt0h"	"wt24h_wt0h"	"wt48h_wt0h"	"wt336h_wt0h"	"wtRC12h_wt0h"	"ENTREZID"	"SYMBOL"	"GENENAME"	"TF"	"PC"	"gene_cluster"
"ENSMUSG00000022150"	3.72717874912412	1.77439705155093	1.47929248165039	0.00115744240769316	2.92761661060313	"13132"	"Dab2"	"disabled 2, mitogen-responsive phosphoprotein"	"no"	"PC1"	"cluster 1"
"ENSMUSG00000022241"	1.42412704679464	0.145971382181186	0.222651268976938	0.00735552945178612	0.798854368560901	"110960"	"Tars"	"threonyl-tRNA synthetase"	"no"	"others"	"cluster 3"
"ENSMUSG00000022270"	-1.61393366328806	-0.157757737936149	-0.25530503293851	-0.00160391341008029	-0.0123444975673783	"66270"	"Retreg1"	"reticulophagy regulator 1"	"no"	"others"	"cluster 6"
"ENSMUSG00000056069"	-1.50683942193001	-0.580158084803037	-0.194738617561607	0.000753065291595265	-0.0877192588440427	"223433"	"Fam105a"	"family with sequence similarity 105, member A"	"no"	"others"	"cluster 6"
"ENSMUSG00000022234"	1.01614712401505	0.16344277198695	0.272509160781233	-5.28651099568945e-05	0.472417610417349	"12465"	"Cct5"	"chaperonin containing Tcp1, subunit 5 (epsilon)"	"no"	"others"	"cluster 3"
"ENSMUSG00000032501"	2.39043406650652	0.388556299441253	0.300630988109691	-0.016712405683648	1.11051679467033	"211770"	"Trib1"	"tribbles pseudokinase 1"	"no"	"shared"	"cluster 2"
"ENSMUSG00000022377"	-1.07754608828295	-0.0775436871490025	-0.153721060457745	-0.00730285070823943	-0.285234114615817	"13196"	"Asap1"	"ArfGAP with SH3 domain, ankyrin repeat and PH domain1"	"no"	"others"	"cluster 6"
"ENSMUSG00000022372"	1.87857641753463	0.578230599505078	0.110800728911866	0.000469711678445645	0.671928544414848	"20491"	"Sla"	"src-like adaptor"	"no"	"others"	"cluster 3"
"ENSMUSG00000022587"	0.24294971804156	0.141324091607921	1.11261810043049	-0.00144810050712184	0.0929063457680798	"17069"	"Ly6e"	"lymphocyte antigen 6 complex, locus E"	"no"	"others"	"cluster 4"
"ENSMUSG00000063268"	1.342191113323	0.435854548292573	0.573260385075243	-0.00385496492507045	0.0284807854565922	"671535"	"Parp10"	"poly (ADP-ribose) polymerase family, member 10"	"no"	"others"	"cluster 3"
"ENSMUSG00000022561"	0.617083332278051	-0.1335280999768	1.11202721559797	-0.0338706782146841	0.175529599576564	"14731"	"Gpaa1"	"GPI anchor attachment protein 1"	"no"	"others"	"cluster 4"
"ENSMUSG00000022553"	-1.24445783387533	-0.520468802396258	-0.237806992953954	0.00197071006377546	-0.421670559593679	"68877"	"Maf1"	"MAF1 homolog, negative regulator of RNA polymerase III"	"no"	"others"	"cluster 6"
"ENSMUSG00000022557"	1.46756771460589	0.216658119925813	0.302767798199767	0.00418462589794971	0.694821429562286	"12181"	"Bop1"	"block of proliferation 1"	"no"	"others"	"cluster 3"
"ENSMUSG00000071714"	2.29727255551075	0.430076705799926	1.26501167915359	-0.00193128436757131	1.12376997845584	"12984"	"Csf2rb2"	"colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)"	"no"	"PC1"	"cluster 2"
"ENSMUSG00000071713"	1.94001412089719	0.775552828296918	0.868261854689799	0.0125171012647158	1.49454194683958	"12983"	"Csf2rb"	"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"	"no"	"others"	"cluster 2"
"ENSMUSG00000033220"	0.679244871129728	0.0356273848601782	1.05135100439631	-0.0826304823115559	0.262402832030252	"19354"	"Rac2"	"RAS-related C3 botulinum substrate 2"	"no"	"others"	"cluster 4"
"ENSMUSG00000018169"	-1.62747558120179	-0.895063695983004	-0.737181944193605	-6.36383553498817e-05	-0.427842954872118	"17305"	"Mfng"	"MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"	"no"	"others"	"cluster 7"
"ENSMUSG00000033099"	1.26362521783339	0.181051494930549	0.00971130220926049	-0.0620014150864223	0.122090689638017	"97961"	"Nol12"	"nucleolar protein 12"	"no"	"others"	"cluster 3"
"ENSMUSG00000022433"	-1.17281257319823	-0.29032006275566	-0.443764278973543	0.000302559822543734	-0.441527789312635	"27373"	"Csnk1e"	"casein kinase 1, epsilon"	"no"	"others"	"cluster 6"
"ENSMUSG00000022415"	-1.35871624397143	-0.63055812203991	0.311880491403573	-0.0164441156215638	-0.826759843501746	"20972"	"Syngr1"	"synaptogyrin 1"	"no"	"others"	"cluster 6"
"ENSMUSG00000047888"	-1.82712170878136	-0.116331542453422	-0.609880819850981	0.00240994744236534	-0.643355760191336	"213988"	"Tnrc6b"	"trinucleotide repeat containing 6b"	"no"	"others"	"cluster 7"
"ENSMUSG00000022391"	1.16126366649915	0.337015424620958	0.361698428941716	-0.000469856655898694	0.596060666885004	"19387"	"Rangap1"	"RAN GTPase activating protein 1"	"no"	"others"	"cluster 3"
"ENSMUSG00000068114"	1.59428148934148	0.605505444690323	1.02103382267674	0.0108840134397985	1.16552380720187	"76457"	"Ccdc134"	"coiled-coil domain containing 134"	"no"	"others"	"cluster 2"
"ENSMUSG00000016664"	1.29063769354131	-0.0188024976210729	0.134492323074565	0.000199035580658252	-0.0602804682510768	"23970"	"Pacsin2"	"protein kinase C and casein kinase substrate in neurons 2"	"no"	"others"	"cluster 3"
"ENSMUSG00000041736"	1.59302308055739	0.771115060211973	3.09165545799348	0.00601013710919553	1.31682090520019	"12257"	"Tspo"	"translocator protein"	"no"	"shared"	"cluster 4"
"ENSMUSG00000023272"	0.228819152332606	0.180370565061317	0.99224979951549	0.00956387994735219	1.04364263390975	"76737"	"Creld2"	"cysteine-rich with EGF-like domains 2"	"no"	"others"	"cluster 4"
"ENSMUSG00000091780"	1.37466700172345	0.278022373427096	0.470649935579502	-0.00482084234722178	0.609960780102879	"100126824"	"Sco2"	"SCO2 cytochrome c oxidase assembly protein"	"no"	"others"	"cluster 3"
"ENSMUSG00000022620"	-1.28297124096144	-0.52122921663971	0.292150223133339	0.00150947034390148	-0.0408428857798765	"11883"	"Arsa"	"arylsulfatase A"	"no"	"others"	"cluster 6"
"ENSMUSG00000022462"	1.06411349205181	0.310489443799343	0.265966324845491	-0.00100494931327179	0.471639504265751	"67760"	"Slc38a2"	"solute carrier family 38, member 2"	"no"	"others"	"cluster 3"
"ENSMUSG00000023008"	-1.05500622309061	-0.516191179682397	-0.323066214796771	-0.0106727858674664	-0.517015100545163	"22379"	"Fmnl3"	"formin-like 3"	"no"	"others"	"cluster 6"
"ENSMUSG00000023026"	-1.21406210051462	-0.239342832152849	-0.475724542688386	0.00684902739478086	-1.14605741414006	"239667"	"Dip2b"	"disco interacting protein 2 homolog B"	"no"	"others"	"cluster 7"
"ENSMUSG00000023030"	1.61575743701906	0.374768085792672	0.929608570282027	-0.00208590487908903	0.510901865053543	"18174"	"Slc11a2"	"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2"	"no"	"others"	"cluster 2"
"ENSMUSG00000023044"	-1.10230946405022	-0.258575537135474	0.439270261147745	0.0101819329864402	0.17205855895942	"246277"	"Csad"	"cysteine sulfinic acid decarboxylase"	"no"	"others"	"cluster 6"
"ENSMUSG00000023048"	-1.30408496193944	-0.548807073413207	0.0377102738683643	0.000786700106172097	-0.0700793783745781	"66151"	"Prr13"	"proline rich 13"	"no"	"others"	"cluster 6"
"ENSMUSG00000063234"	3.17674351114988	0.382441686752215	1.5538184669143	-0.00186123000305664	1.44036874923228	"80910"	"Gpr84"	"G protein-coupled receptor 84"	"no"	"PC1"	"cluster 2"
"ENSMUSG00000022540"	-1.56541956268719	-0.456978759183971	-0.190379987228415	0.00316450116484168	-0.069318385371362	"66049"	"Rogdi"	"rogdi homolog"	"no"	"others"	"cluster 6"
"ENSMUSG00000037972"	-2.82702468647401	-0.737268630109106	-0.681164460759263	-0.00130670603945723	-1.07171139947618	"20621"	"Snn"	"stannin"	"no"	"PC1"	"cluster 8"
"ENSMUSG00000005846"	1.28629664418854	0.21051190844515	0.0735785535209221	0.00727289192260525	0.423952246669133	"66409"	"Rsl1d1"	"ribosomal L1 domain containing 1"	"no"	"others"	"cluster 3"
"ENSMUSG00000005732"	1.5446408641258	0.231777135654979	0.683711883491006	-0.00379996207143867	0.398520706909981	"19385"	"Ranbp1"	"RAN binding protein 1"	"no"	"others"	"cluster 3"
"ENSMUSG00000043008"	-1.64767039332417	0.029738175855526	-0.108627797097268	-0.00185619987361487	-0.859316515850712	"239743"	"Klhl6"	"kelch-like 6"	"no"	"others"	"cluster 7"
"ENSMUSG00000022822"	-2.33866706644636	-0.331184027140783	-0.106694734373997	-0.000498949544023619	-0.325479886729117	"27416"	"Abcc5"	"ATP-binding cassette, sub-family C (CFTR/MRP), member 5"	"no"	"others"	"cluster 7"
"ENSMUSG00000004460"	0.521306371631682	0.147820825858719	1.27801408828576	0.0278075861346437	0.974419438595229	"67838"	"Dnajb11"	"DnaJ heat shock protein family (Hsp40) member B11"	"no"	"others"	"cluster 4"
"ENSMUSG00000033355"	2.47603371334686	1.67143054679781	1.95276778986901	-0.000727468512964183	0.0606124211100972	"67775"	"Rtp4"	"receptor transporter protein 4"	"no"	"PC1"	"cluster 2"
"ENSMUSG00000022538"	1.05764399634551	0.432863518239282	0.213246187136279	0.00136263233192252	0.294848212550715	"224092"	"Lsg1"	"large 60S subunit nuclear export GTPase 1"	"no"	"others"	"cluster 3"
"ENSMUSG00000035376"	1.37383493672916	0.455309402383114	1.31243590769036	0.000559055056669034	1.50908239444722	"70757"	"Hacd2"	"3-hydroxyacyl-CoA dehydratase 2"	"no"	"others"	"cluster 2"
"ENSMUSG00000034422"	2.10160905436597	1.02916358343006	0.91322781427262	0.000345802205810464	0.140141557703048	"547253"	"Parp14"	"poly (ADP-ribose) polymerase family, member 14"	"no"	"others"	"cluster 2"
"ENSMUSG00000022906"	1.18044098981775	0.625455455592767	0.677647418802907	0.00636730323184088	0.194214930115715	"80285"	"Parp9"	"poly (ADP-ribose) polymerase family, member 9"	"no"	"others"	"cluster 3"
"ENSMUSG00000002844"	1.04456103039434	-0.0521400658686472	0.189409970602833	-0.00829249885317209	0.0474201376069276	"11544"	"Adprh"	"ADP-ribosylarginine hydrolase"	"no"	"others"	"cluster 3"
"ENSMUSG00000049436"	-2.26649269058976	-0.94835126899066	-3.49571451684648	-0.00618151482339217	-3.61316011961725	"22268"	"Upk1b"	"uroplakin 1B"	"no"	"shared"	"cluster 8"
"ENSMUSG00000022708"	-1.3079526353795	-0.195162780403352	-1.46747309655123	-0.00416747497978683	-1.04552712740845	"56490"	"Zbtb20"	"zinc finger and BTB domain containing 20"	"no"	"others"	"cluster 7"
"ENSMUSG00000035356"	2.6919822551063	1.80801967635383	1.10394208060781	-0.00259199907786633	0.265439513222488	"80859"	"Nfkbiz"	"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta"	"no"	"shared"	"cluster 2"
"ENSMUSG00000043336"	1.7909181627944	1.41163737422917	0.21988266016635	0.0409581665564068	0.646957555806526	"78749"	"Filip1l"	"filamin A interacting protein 1-like"	"no"	"others"	"cluster 2"
"ENSMUSG00000022747"	-1.34812095576073	-0.779897470083091	-1.00409898907209	-0.00929177952604202	-0.948292400732143	"54613"	"St3gal6"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 6"	"no"	"others"	"cluster 7"
"ENSMUSG00000053062"	-2.52456698893834	-1.08653693018564	-0.316907689043314	0.000225857323402984	-0.993239995166522	"67374"	"Jam2"	"junction adhesion molecule 2"	"no"	"shared"	"cluster 8"
"ENSMUSG00000022892"	1.38574965856588	0.665711822944812	0.925250488735768	0.00542294110866168	0.817762276557943	"11820"	"App"	"amyloid beta (A4) precursor protein"	"no"	"others"	"cluster 2"
"ENSMUSG00000022893"	1.82702552834347	0.398118271110926	-0.0298394537131446	-0.0146823104343914	-0.0446418341798932	"11504"	"Adamts1"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1"	"no"	"PC2"	"cluster 3"
"ENSMUSG00000025613"	1.37366265798632	0.312008299710448	0.282318830527317	0.0022860694309314	0.287606666149488	"12469"	"Cct8"	"chaperonin containing Tcp1, subunit 8 (theta)"	"no"	"others"	"cluster 3"
"ENSMUSG00000022964"	-1.32158677445474	-0.452789123711352	0.356754073848252	0.0024171886585784	-0.0156682678708616	"77975"	"Tmem50b"	"transmembrane protein 50B"	"no"	"others"	"cluster 6"
"ENSMUSG00000022951"	2.91809643802428	0.50109414955012	0.63605206313155	0.00109908709402468	0.425315641517107	"54720"	"Rcan1"	"regulator of calcineurin 1"	"no"	"shared"	"cluster 2"
"ENSMUSG00000074892"	1.02285309566667	0.236560274120406	0.561727597817094	-0.00443775389265543	0.358338744926111	"93961"	"B3galt5"	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5"	"no"	"others"	"cluster 3"
"ENSMUSG00000000386"	2.46469298067601	0.555618250570006	3.14283095106375	0.00984908534954347	0.12304039874731	"17857"	"Mx1"	"MX dynamin-like GTPase 1"	"no"	"PC1"	"cluster 2"
"ENSMUSG00000094724"	-1.0965713328315	-0.759773335505454	0.0568589977482751	-0.00179418766200055	-0.584911860182572	"68195"	"Rnaset2b"	"ribonuclease T2B"	"no"	"others"	"cluster 6"
"ENSMUSG00000073468"	-1.52399092109159	-0.816477036438542	-0.297177834683	0.0026970727885293	-0.642692255563475	"106489"	"Sft2d1"	"SFT2 domain containing 1"	"no"	"others"	"cluster 7"
"ENSMUSG00000062078"	-1.55539757644512	-0.220646830799689	-0.78712495424845	-0.000141245189269098	-0.638605785517051	"19317"	"Qk"	"quaking"	"no"	"others"	"cluster 7"
"ENSMUSG00000068039"	1.49113976268252	0.679372966961233	0.23337912421984	-0.00124466935834639	0.265056095879619	"21454"	"Tcp1"	"t-complex protein 1"	"no"	"others"	"cluster 3"
"ENSMUSG00000006818"	2.66281861577179	1.47986737500622	1.00130793485786	0.00376525713841076	1.27122560163987	"20656"	"Sod2"	"superoxide dismutase 2, mitochondrial"	"no"	"shared"	"cluster 2"
"ENSMUSG00000040688"	1.6351736977909	0.729558958108136	-0.0880793906958078	-0.00485841829282121	0.122049319213454	"213773"	"Tbl3"	"transducin (beta)-like 3"	"no"	"others"	"cluster 3"
"ENSMUSG00000044533"	1.11940902706484	0.31152741159544	1.38200048995112	-0.0026019765054013	0.205545583255077	"16898"	"Rps2"	"ribosomal protein S2"	"no"	"others"	"cluster 4"
"ENSMUSG00000075705"	1.40949572774475	0.911063859686347	0.59354541397529	-0.0049845993747808	1.09250002591407	"27361"	"Msrb1"	"methionine sulfoxide reductase B1"	"no"	"PC1"	"cluster 2"
"ENSMUSG00000024190"	2.76436299260496	0.98741129194346	0.53479864310464	-0.00204649694468554	0.136207374286026	"19252"	"Dusp1"	"dual specificity phosphatase 1"	"no"	"shared"	"cluster 2"
"ENSMUSG00000001576"	1.48844324841023	0.262500644106998	0.359194346459278	0.0106043292516704	0.360597381998198	"67458"	"Ergic1"	"endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1"	"no"	"others"	"cluster 3"
"ENSMUSG00000062753"	-1.35321759161371	-0.457295988295423	0.225551818932893	-0.000892990803871765	-0.31555269949289	"106672"	"AI413582"	"expressed sequence AI413582"	"no"	"others"	"cluster 6"
"ENSMUSG00000024222"	2.88818131373154	1.06908664742546	1.19698904686195	0.0129387535437972	2.19387198073672	"14229"	"Fkbp5"	"FK506 binding protein 5"	"no"	"PC1"	"cluster 1"
"ENSMUSG00000053436"	-1.04345759369746	-0.309863329490359	-0.168702201698881	0.000764156353775168	-0.364251375882638	"26416"	"Mapk14"	"mitogen-activated protein kinase 14"	"no"	"others"	"cluster 6"
"ENSMUSG00000023067"	2.2406156356908	0.914066181916117	0.0194728087976531	-0.00474004841122553	0.295171252495865	"12575"	"Cdkn1a"	"cyclin-dependent kinase inhibitor 1A (P21)"	"no"	"shared"	"cluster 3"
"ENSMUSG00000024013"	-1.16727603274293	-0.661846812739186	-0.217528666137886	0.0016962930043879	-0.71793603465635	"26382"	"Fgd2"	"FYVE, RhoGEF and PH domain containing 2"	"no"	"others"	"cluster 7"
"ENSMUSG00000024030"	-1.04902836317577	0.127018367398103	-0.0612765084785426	-0.0113656198594182	0.459646670206359	"11307"	"Abcg1"	"ATP binding cassette subfamily G member 1"	"no"	"others"	"cluster 6"
"ENSMUSG00000006705"	-1.20342190137235	-0.357451089468151	-0.415349323385871	0.00512431508259898	-0.199586368494407	"18771"	"Pknox1"	"Pbx/knotted 1 homeobox"	"no"	"others"	"cluster 6"
"ENSMUSG00000052142"	-1.18283841088256	-0.755395133947159	-0.141779349441806	0.00355212243848946	-0.428196790041025	"320484"	"Rasal3"	"RAS protein activator like 3"	"no"	"others"	"cluster 6"
"ENSMUSG00000024300"	-2.08670452726948	-0.563368238952605	0.329451815602584	0.00272879696751505	-0.13503140141103	"17916"	"Myo1f"	"myosin IF"	"no"	"others"	"cluster 6"
"ENSMUSG00000073423"	-1.01583354323085	-0.42182953920666	0.230256290271126	0.000318761693800102	0.0750630957209194	"328801"	"Zfp414"	"zinc finger protein 414"	"no"	"others"	"cluster 6"
"ENSMUSG00000061232"	1.28551264959706	0.270887624571201	1.45065727429829	0.00671531839682869	0.140878286596908	"14972"	"H2-K1"	"histocompatibility 2, K1, K region"	"no"	"others"	"cluster 4"
"ENSMUSG00000024334"	-0.390391562334796	-0.632081751818249	-1.11202107700779	-0.00925805787856137	-0.608188836896555	"15001"	"H2-Oa"	"histocompatibility 2, O region alpha locus"	"no"	"others"	"cluster 7"
"ENSMUSG00000079547"	-1.05991476602205	-0.421990898755695	0.473857266539037	0.000938667274748062	-0.0520155364157077	"14999"	"H2-DMb1"	"histocompatibility 2, class II, locus Mb1"	"no"	"others"	"cluster 6"
"ENSMUSG00000037321"	1.59057858790361	0.488179147010157	1.21826095865366	0.00112150563303909	0.109037984983464	"21354"	"Tap1"	"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)"	"no"	"others"	"cluster 2"
"ENSMUSG00000073421"	-0.865671801716496	-0.167691194087429	-1.22045920062501	-0.00216189271517506	-0.694918327344022	"14961"	"H2-Ab1"	"histocompatibility 2, class II antigen A, beta 1"	"no"	"PC2"	"cluster 7"
"ENSMUSG00000036594"	-0.795557274000089	-0.301274875498095	-1.01127528637097	0.00231265349316378	-0.298396072979987	"14960"	"H2-Aa"	"histocompatibility 2, class II antigen A, alpha"	"no"	"PC2"	"cluster 7"
"ENSMUSG00000060586"	-1.05972867800469	-0.318504507447316	-1.00544274193462	0.00274678242242066	-0.502632600318833	"14969"	"H2-Eb1"	"histocompatibility 2, class II antigen E beta"	"no"	"PC2"	"cluster 7"
"ENSMUSG00000073418"	1.81839679137286	2.13042556609873	4.5630566681472	0.011309496003914	3.11391715703862	"12268"	"C4b"	"complement component 4B (Chido blood group)"	"no"	"shared"	"cluster 1"
"ENSMUSG00000092203"	2.11615686207106	0.5479084587845	0.893852382709505	0.0043108921029658	0.483245556445057	"68763"	"1110038B12Rik"	"RIKEN cDNA 1110038B12 gene"	"no"	"others"	"cluster 2"
"ENSMUSG00000090877"	-1.2743272899546	0.164828930120159	-0.231160717994742	0.00566727202492735	-0.225744464928802	"15511"	"Hspa1b"	"heat shock protein 1B"	"no"	"shared"	"cluster 6"
"ENSMUSG00000007029"	1.21801768592698	0.898578934895725	0.49790990138977	0.00218125925363432	0.409718457922701	"22321"	"Vars"	"valyl-tRNA synthetase"	"no"	"others"	"cluster 3"
"ENSMUSG00000007039"	-1.03029200766434	-1.10984443774535	-1.55407916055966	-0.00650889731864992	-0.538668467052413	"51793"	"Ddah2"	"dimethylarginine dimethylaminohydrolase 2"	"no"	"others"	"cluster 7"
"ENSMUSG00000024397"	-1.10549199435458	-0.607558409950736	-0.0877789549347516	0.00029288368952732	-0.968145780785616	"11629"	"Aif1"	"allograft inflammatory factor 1"	"no"	"others"	"cluster 7"
"ENSMUSG00000073412"	-1.98930731945791	-0.981868528670372	-0.460535554641664	0.00136943976300149	-1.63339550635128	"16988"	"Lst1"	"leukocyte specific transcript 1"	"no"	"PC1"	"cluster 8"
"ENSMUSG00000024401"	3.26198886970058	2.29504440048987	2.41339147490435	0.00247872356470559	0.599081198244794	"21926"	"Tnf"	"tumor necrosis factor"	"no"	"shared"	"cluster 1"
"ENSMUSG00000073411"	0.674251848261379	0.215614736991642	1.1777043265378	0.00985351660433373	0.188286957015587	"14964"	"H2-D1"	"histocompatibility 2, D region locus 1"	"no"	"others"	"cluster 4"
"ENSMUSG00000003541"	3.26786012567303	0.689620413399149	1.70398050907503	0.00273245516344838	1.2778035076659	"15937"	"Ier3"	"immediate early response 3"	"no"	"shared"	"cluster 2"
"ENSMUSG00000059714"	0.838529488929721	0.0828476198613173	0.319013348944391	-0.00315632979111215	1.19786680495086	"14251"	"Flot1"	"flotillin 1"	"no"	"others"	"cluster 3"
"ENSMUSG00000001525"	0.578795704942536	-0.0500102962416063	1.18205010313761	-0.0123235064099918	0.284323954354682	"22154"	"Tubb5"	"tubulin, beta 5 class I"	"no"	"others"	"cluster 4"
"ENSMUSG00000024462"	-1.96414211102836	-0.560994898373602	-0.441915080721339	-0.00330597100751674	-0.612613891306995	"54393"	"Gabbr1"	"gamma-aminobutyric acid (GABA) B receptor, 1"	"no"	"others"	"cluster 7"
"ENSMUSG00000097971"	2.84003119618824	2.72729134847196	0.952646413730538	-0.00657723193815398	0.634430535754731	NA	"15544"	NA	"no"	"others"	"cluster 1"
